Dep,Flight,Carrier,Destination,Departure,Status
Arr,Flight,Carrier,Origin,Arrival,Status
Dep,QR 6337$^,Qatar Airways,(JNB) Johannesburg,12:20 PM,Landed
Dep,JE 152,Mango,(JNB) Johannesburg,12:25 PM,Scheduled
Dep,JE 408,Mango,(BFN) Bloemfontein,12:30 PM,Landed
Dep,SA 2068$^,South African Airways,(BFN) Bloemfontein,12:30 PM,Landed
Dep,QR 1370,Qatar Airways,(DOH) Doha,12:40 PM,En Route
Dep,AT 9788$^,Royal Air Maroc,(DOH) Doha,12:40 PM,En Route
Dep,AY 6010$^,Finnair,(DOH) Doha,12:40 PM,En Route
Dep,JL 5588$^,JAL,(DOH) Doha,12:40 PM,En Route
Dep,UL 3492$^,SriLankan Airlines,(DOH) Doha,12:40 PM,En Route
Dep,BP 232,Air Botswana,(GBE) Gaborone,1:00 PM,"Scheduled$$$                                        Delayed"
Dep,EK 773,Emirates,(DXB) Dubai,1:05 PM,En Route
Dep,SA 7154$^,South African Airways,(DXB) Dubai,1:05 PM,En Route
Dep,BA 6412,British Airways,(JNB) Johannesburg,1:25 PM,"En Route$$$                                        Delayed"
Dep,IB 7682$^,Iberia,(JNB) Johannesburg,1:25 PM,"En Route$$$                                        Delayed"
Dep,QR 6339$^,Qatar Airways,(JNB) Johannesburg,1:25 PM,"En Route$$$                                        Delayed"
Dep,MN 130,Comair,(JNB) Johannesburg,1:35 PM,En Route
Dep,AF 6647$^,Air France,(JNB) Johannesburg,1:35 PM,En Route
Dep,EY 1261$^,Etihad Airways,(JNB) Johannesburg,1:35 PM,En Route
Dep,KL 2494$^,KLM,(JNB) Johannesburg,1:35 PM,En Route
Dep,JE 154,Mango,(JNB) Johannesburg,1:45 PM,Scheduled
Dep,SA 2000$^,South African Airways,(JNB) Johannesburg,1:45 PM,Scheduled
Dep,SW 714,Air Namibia,(WVB) Walvis Bay,1:45 PM,En Route
Dep,FA* 213,Safair,(JNB) Johannesburg,2:10 PM,En Route
Dep,SA 8639,South African Airways,(GRJ) George,2:15 PM,Scheduled
Dep,JE 712,Mango,(HLA) Lanseria,2:30 PM,"Scheduled$$$                                        Delayed"
Dep,SA 2148$^,South African Airways,(HLA) Lanseria,2:30 PM,"Scheduled$$$                                        Delayed"
Dep,ET 846,Ethiopian Airlines,(ADD) Addis Ababa,2:45 PM,Scheduled
